x y z attention
0.291106 0.020152 -0.081808 0.040435
-0.186228 0.540878 -0.139328 0.436318
0.059759 -0.407975 -0.173169 0.646776
-0.084453 0.914335 0.245786 0.907064
-0.319050 -0.782399 -0.163441 0.554575
0.396340 -0.575585 0.102246 0.585278
-0.276401 0.507126 -0.173169 0.262206
0.081543 0.944359 0.240870 0.982163
-0.381084 0.144462 0.225424 0.590580
0.206362 -0.830151 -0.135246 0.640232
-0.173868 -0.887917 -0.173169 0.578973
0.252734 0.804156 -0.103260 0.626762
-0.171541 -0.880938 0.140121 0.404934
0.265246 -0.833359 0.019264 0.611836
-0.355287 -0.390208 -0.054111 0.434872
0.009128 0.659723 -0.151324 0.493921
0.297300 0.797513 0.069985 0.839184
-0.119365 -0.822772 -0.139328 0.584865
-0.377198 0.751854 0.105456 0.626843
-0.192877 0.625929 -0.173169 0.413988
-0.380924 -0.396019 0.156339 0.040281
0.304098 0.867133 -0.082813 0.675536
-0.316422 0.464828 0.244783 0.725828
0.260656 -0.003542 -0.168305 0.025518
0.399508 0.660376 0.219745 0.904151
-0.371652 0.377034 0.040819 0.421645
-0.373804 0.246972 0.241862 0.682204
0.000153 0.874492 0.219601 0.923581
-0.067661 0.874402 0.164232 0.865046
-0.352560 0.436393 -0.066879 0.330235
-0.295628 0.506671 0.042067 0.546425
0.017259 -0.946225 0.026709 0.527285
0.137614 -0.105796 -0.139328 0.250198
-0.275888 -0.048059 -0.069207 0.277123
-0.380824 -0.266010 0.153056 0.000000
-0.366401 -0.460953 0.245419 0.000000
0.351860 0.334189 -0.140079 0.432039
-0.266770 -0.787697 -0.050759 0.525895
-0.285388 -0.029930 -0.022772 0.263591
-0.210168 -0.120236 -0.139328 0.428828
0.032848 -0.931107 -0.057273 0.569297
-0.349713 -0.488087 -0.078996 0.485539
0.349803 0.705873 0.245791 0.932064
-0.298995 -0.850902 -0.110737 0.534993
0.009128 -0.892832 0.028939 0.531163
-0.172042 -0.919431 -0.108413 0.552562
0.009128 -0.620655 -0.168838 0.641247
-0.304794 -0.247052 0.157789 0.000000
-0.224472 0.759008 -0.139328 0.474688
0.282615 -0.306525 -0.173169 0.593833
-0.240929 -0.373912 -0.139328 0.565673
0.387791 0.351651 0.025438 0.677655
-0.002694 -0.775775 -0.139328 0.610128
-0.304632 -0.477097 0.152508 0.203979
-0.207601 0.295072 -0.173169 0.182274
-0.360528 -0.003542 0.087140 0.227421
0.340434 -0.814954 -0.110692 0.679357
0.294832 0.592176 -0.065991 0.600746
-0.359777 -0.003542 0.005615 0.243769
-0.287171 0.342683 -0.013002 0.445412
0.197565 0.917309 -0.082251 0.692466
-0.007226 0.865298 0.044204 0.785140
-0.107011 0.866333 -0.173169 0.513185
0.318193 -0.018089 0.080541 0.232216
0.399001 -0.323405 0.150490 0.414900
-0.369063 0.610564 0.022319 0.467523
0.034529 0.930618 -0.024724 0.729067
-0.380818 0.473122 0.152884 0.603135
0.280169 -0.168678 -0.123985 0.274405
0.009128 -0.878952 -0.023678 0.556894
-0.286888 0.354775 -0.173169 0.151588
-0.158494 0.577026 -0.139328 0.462193
-0.376138 -0.043406 0.080822 0.206704
0.078565 -0.868061 0.013599 0.554570
0.393094 -0.781880 0.231949 0.541258
-0.321700 -0.742507 0.245777 0.172632
-0.362563 0.520062 -0.017295 0.389344
-0.253116 0.187371 -0.173169 0.158727
-0.241368 -0.416649 -0.139328 0.581038
-0.032690 -0.003542 -0.164619 0.330116
-0.366276 0.806310 0.184957 0.714574
0.042320 -0.878137 0.099290 0.510964
-0.164985 -0.879705 0.113924 0.439504
0.009128 0.473840 -0.164185 0.420628
0.384712 0.805374 0.217587 0.963824
0.399640 -0.127032 0.215213 0.317355
-0.003584 0.479661 -0.139328 0.451681
0.399766 -0.657778 0.191225 0.528935
-0.175524 0.313811 -0.139328 0.272276
-0.274238 0.749615 -0.066798 0.513358
0.130510 -0.842728 -0.173169 0.636051
0.213737 0.118168 -0.139328 0.121311
-0.265743 -0.833472 0.204692 0.276421
0.009128 0.723966 -0.171614 0.486290
-0.082259 0.581046 -0.139328 0.474922
0.007287 -0.337694 -0.139328 0.624855
-0.011654 -0.901518 -0.169519 0.604221
-0.305064 0.151363 0.166573 0.564190
0.208081 -0.228835 -0.139328 0.477699
-0.156365 -0.885297 0.238761 0.296094
-0.322870 -0.346856 0.245789 0.000000
-0.075066 -0.779961 -0.173169 0.610442
0.364557 0.531403 -0.092925 0.554644
-0.155700 0.759046 -0.139328 0.516296
-0.096007 -0.126814 -0.139328 0.458887
-0.047820 0.324302 -0.173169 0.290974
0.129420 0.899602 -0.151102 0.585577
0.385425 -0.397845 0.009830 0.503997
0.348899 -0.110067 0.245792 0.277456
0.009128 0.903132 0.128026 0.877467
0.165142 0.874357 0.162747 0.928004
0.233916 -0.918367 -0.073213 0.619955
0.010816 -0.651741 -0.173169 0.639211
-0.066382 0.913871 -0.100432 0.609409
0.177918 0.270457 -0.173169 0.309303
0.241857 -0.179021 -0.139328 0.340119
-0.348606 0.522486 -0.083515 0.330788
0.352411 -0.607333 -0.138177 0.691718
0.117956 -0.672033 -0.173169 0.652251
0.215064 -0.935588 -0.016037 0.593832
-0.146642 -0.946939 0.027904 0.491157
-0.211429 0.516756 -0.139328 0.402217
-0.298029 0.668276 0.061887 0.622225
0.239529 -0.891379 -0.158107 0.649096
0.032207 -0.881621 0.218073 0.418989
-0.301847 0.543965 0.101579 0.630220
-0.263812 0.023947 -0.117123 0.255413
0.227348 -0.823714 -0.123916 0.644603
0.035159 -0.665278 -0.139328 0.630438
0.322740 -0.894550 0.083265 0.597067
-0.080615 -0.749134 -0.139328 0.600858
-0.375027 0.779426 0.179006 0.701185
-0.368138 0.381664 0.016219 0.399406
-0.308481 -0.580014 0.239016 0.108006
0.350111 -0.839796 -0.019231 0.652506
0.143539 -0.748743 -0.139328 0.638928
-0.299004 -0.257252 0.070278 0.136983
-0.381213 -0.509067 0.221032 0.026424
0.399773 -0.560053 0.210662 0.446133
0.320713 0.500795 0.110308 0.776589
0.178491 -0.873605 0.054291 0.566571
-0.042796 0.546232 -0.173169 0.425614
0.030485 -0.004030 -0.139328 0.179050
0.105180 0.695570 -0.139328 0.534565
0.265147 -0.707328 -0.139328 0.672465
-0.345033 -0.156594 -0.098096 0.394291
0.111588 -0.370415 -0.139328 0.639714
-0.102512 -0.615924 -0.139328 0.613004
-0.124404 -0.578130 -0.173169 0.625339
0.001587 -0.344003 -0.173169 0.635887
0.377054 0.134896 -0.037667 0.437188
0.237513 0.931364 0.039007 0.836128
-0.284300 -0.917847 0.188991 0.307496
0.178429 0.070107 -0.139328 0.029074
0.323584 0.728105 0.181515 0.906021
0.300057 0.393250 -0.041518 0.581307
0.220233 0.129494 -0.173169 0.102170
0.009128 0.102098 -0.154987 0.172395
-0.208390 0.930364 0.245101 0.853958
-0.003843 0.112402 -0.139328 0.169630
0.009128 0.873762 0.025355 0.770198
-0.234391 0.352810 -0.139328 0.266454
0.366674 0.626368 -0.084290 0.592709
-0.242642 0.109387 -0.139328 0.240668
0.009128 0.899514 0.080021 0.832506
0.205989 0.815241 -0.139328 0.584500
-0.365394 0.790791 0.071864 0.609567
-0.304406 0.731611 0.145148 0.708694
0.226550 0.584678 -0.139328 0.485423
0.397792 0.336728 0.233698 0.765629
0.310786 -0.432491 0.019965 0.533116
-0.381504 -0.112074 0.185537 0.006120
-0.380375 -0.544685 0.229959 0.051531
-0.371328 -0.485709 0.038144 0.339004
0.268328 0.918181 0.032905 0.829233
0.009128 0.076842 -0.141482 0.162876
-0.282627 0.719039 -0.037651 0.530806
0.196599 0.229558 -0.139328 0.353914
0.399363 0.048671 0.224695 0.484071
0.208830 -0.167964 -0.173169 0.419318
0.069693 -0.154486 -0.139328 0.405977
-0.249744 -0.848737 0.189253 0.305392
-0.235931 -0.939830 0.100456 0.434231
0.265904 -0.579080 -0.173169 0.672850
-0.381121 0.640695 0.224182 0.702344
-0.305342 0.081165 0.202908 0.543937
-0.348021 0.639250 -0.085903 0.362448
-0.381263 0.086551 0.219288 0.524662
0.290915 -0.084943 -0.082590 0.033061
0.346171 0.624032 -0.158454 0.478570
0.314996 0.630023 0.051251 0.778238
0.399762 -0.179993 0.185883 0.369025
-0.011172 0.019579 -0.139328 0.224192
-0.377319 -0.751874 0.093816 0.345981
0.398845 0.446325 0.145423 0.773304
-0.116721 0.541117 -0.173169 0.420206
0.313636 0.657617 0.040021 0.772304
-0.336339 -0.296337 -0.130290 0.483407
-0.074075 -0.636892 -0.139328 0.615884
-0.285988 0.386293 -0.019487 0.454192
0.185411 -0.878686 0.105904 0.548795
-0.220132 -0.145554 -0.173169 0.464289
0.323592 0.367989 0.191932 0.757612
-0.107987 -0.032810 -0.173169 0.386326
-0.371475 0.029640 0.039353 0.250924
0.216594 -0.944473 0.042099 0.573698
0.284120 -0.811072 0.013827 0.622943
-0.369680 0.469117 0.026391 0.420915
0.283219 -0.927477 0.129122 0.564313
-0.287216 -0.798917 0.121720 0.361263
0.322176 0.074492 0.134390 0.426270
-0.284146 -0.615837 -0.029584 0.483367
-0.021883 0.862111 0.021086 0.755950
-0.107511 0.454508 -0.173169 0.390102
-0.298593 -0.529577 0.066542 0.349816
0.396127 -0.530583 0.099897 0.547588
0.349144 0.508757 -0.148853 0.462539
0.399230 -0.733804 0.157944 0.618107
0.097980 0.363065 -0.173169 0.359145
-0.102646 -0.465570 -0.139328 0.633071
-0.329926 -0.459505 -0.151955 0.575537
0.312706 -0.444353 0.032628 0.531010
0.302570 -0.276674 -0.028660 0.331641
-0.327082 -0.391481 -0.161144 0.561124
0.042895 -0.257260 -0.139328 0.588166
0.383209 -0.657170 -0.004191 0.689487
-0.370968 0.489854 0.035170 0.433143
-0.013652 -0.169871 -0.173169 0.532818
-0.169904 0.753374 -0.139328 0.509410
0.038347 -0.003542 -0.164348 0.251130
0.386552 -0.527352 0.017267 0.636555
-0.287268 0.891649 0.015643 0.629477
0.364516 -0.720506 -0.093093 0.698460
0.026169 0.411785 -0.139328 0.434575
0.287828 -0.919030 0.065071 0.590233
-0.381507 0.473754 0.188705 0.647735
0.034407 -0.621461 -0.139328 0.635723
0.174657 0.315574 -0.139328 0.382055
0.360641 -0.003542 -0.060705 0.112676
0.095964 -0.242162 -0.173169 0.595513
0.010595 0.817948 -0.139328 0.557615
0.288810 -0.713138 -0.091177 0.673634
-0.377274 -0.169391 0.093330 0.095389
0.346399 0.085062 -0.157719 0.087400
0.399670 0.509989 0.214189 0.834977
-0.018668 -0.081206 -0.139328 0.360920
-0.034251 0.284156 -0.139328 0.324034
-0.154870 -0.603890 -0.173169 0.615264
0.391121 -0.421020 0.050835 0.495901
0.019989 -0.605920 -0.139328 0.635066
-0.340546 -0.052889 -0.115108 0.283462
0.379399 0.288101 -0.025073 0.589078
-0.074455 0.030662 -0.173169 0.319742
0.367661 0.839628 0.156289 0.933879
-0.374331 -0.059977 0.062931 0.217815
-0.200483 -0.622572 -0.139328 0.590992
0.337604 -0.003542 0.048240 0.249569
-0.166728 0.874755 0.203455 0.841171
-0.332117 0.568618 -0.144878 0.283022
0.390096 0.341987 0.243226 0.772641
0.361931 0.123840 -0.103642 0.255623
-0.363591 -0.515795 -0.011661 0.403660
0.399288 0.436053 0.159804 0.775568
-0.347034 -0.114321 -0.089929 0.346396
0.399378 0.393401 0.162734 0.756617
-0.162215 -0.391959 -0.173169 0.637546
0.035447 0.353608 -0.139328 0.406822
-0.282618 -0.510797 -0.037691 0.463534
-0.272651 0.223774 -0.082617 0.263237
0.160359 -0.861893 -0.022724 0.587383
0.083584 -0.682233 -0.139328 0.636773
-0.022930 -0.605076 -0.139328 0.627776
-0.082056 0.857382 -0.008611 0.701654
-0.350410 0.359928 -0.076153 0.267722
-0.050695 0.938293 0.244693 0.925837
0.068561 0.901360 -0.145424 0.582626
0.399763 0.590850 0.186848 0.857758
0.129194 -0.881820 0.178237 0.502181
-0.036086 0.784162 -0.139328 0.540877
0.323405 0.079659 0.217269 0.487586
-0.133230 0.180022 -0.139328 0.239528
0.378458 -0.796345 0.027902 0.652805
-0.160071 -0.958171 0.223482 0.327051
-0.297157 0.409229 0.054684 0.524701
0.365338 -0.848496 0.128622 0.602003
-0.381324 -0.446523 0.169358 0.062777
0.093214 -0.003542 -0.166262 0.162037
-0.241145 0.844109 0.112749 0.735021
-0.137046 0.726343 -0.139328 0.509638
0.051885 0.709218 -0.139328 0.531416
-0.381510 0.308562 0.193522 0.631329
-0.303895 0.186567 0.133983 0.545594
-0.157769 0.321770 -0.173169 0.222123
-0.300223 -0.285712 0.083695 0.126250
0.397004 -0.101231 0.112207 0.336877
0.313217 -0.337654 0.036568 0.381628
0.305503 0.561157 -0.012580 0.679340
0.009128 -0.736043 -0.151214 0.620963
-0.142867 0.202753 -0.139328 0.234202
0.399737 0.352967 0.211902 0.761808
0.156582 0.461819 -0.139328 0.439507
-0.242501 -0.182078 -0.173169 0.473935
0.375732 -0.690273 0.245782 0.451858
-0.337248 -0.861158 0.108029 0.373945
0.184612 0.658024 -0.173169 0.469972
0.366917 -0.847141 0.229232 0.558490
-0.330246 -0.134692 -0.150921 0.406845
0.389910 -0.271155 0.040839 0.341609
-0.302091 0.113188 0.104309 0.469264
0.159960 -0.003542 -0.162333 0.071000
-0.350310 -0.252328 -0.076561 0.397577
-0.202406 0.860834 0.072006 0.724823
-0.332765 -0.004075 -0.115526 0.244886
0.303766 -0.172492 -0.022105 0.124232
-0.172557 -0.774058 -0.139328 0.580801
0.298263 -0.595993 -0.173169 0.677779
0.020320 -0.395694 -0.139328 0.642514
-0.354333 -0.591394 -0.058575 0.476353
-0.092345 -0.921727 0.245786 0.333025
-0.084019 -0.924501 -0.088146 0.561132
0.051736 0.132505 -0.139328 0.154683
0.349233 -0.569475 -0.148565 0.689286
-0.164589 -0.342390 -0.139328 0.583871
0.381145 0.035710 -0.015503 0.268465
-0.169995 0.894650 -0.167098 0.516853
-0.360625 -0.003420 -0.027916 0.239719
0.291621 0.063168 -0.079709 0.098776
-0.300300 0.609186 -0.173169 0.292619
0.292670 0.792290 0.019136 0.780747
-0.263599 -0.725225 -0.117893 0.559069
0.009128 0.850344 -0.153057 0.547268
0.350897 0.081196 -0.143190 0.099985
-0.009846 -0.932919 0.245782 0.380863
-0.244347 -0.845549 0.074733 0.444807
-0.294807 -0.162517 0.035292 0.174143
0.098793 0.856806 -0.011770 0.744718
-0.380139 0.603482 0.135100 0.613960
0.009128 0.393966 -0.151843 0.409360
0.372908 0.210272 0.245783 0.685750
0.309644 0.785298 0.139790 0.903012
0.389529 -0.003542 0.218908 0.402923
0.089791 0.253001 -0.173169 0.271832
-0.381130 -0.647696 0.163033 0.240329
-0.179083 0.869074 0.095317 0.760382
0.369123 -0.159774 -0.074293 0.185729
0.324974 0.868950 0.245686 0.994181
0.130902 -0.311607 -0.173169 0.618439
-0.313834 0.378249 0.243633 0.730733
0.399592 0.405815 0.169712 0.765907
0.384224 0.131845 0.245484 0.577782
0.367359 0.021160 -0.081495 0.107215
0.320270 -0.615034 0.103398 0.599505
-0.107069 -0.476627 -0.139328 0.630149
-0.377318 0.426761 0.093809 0.494804
0.009128 -0.913488 0.091474 0.501194
0.327779 0.882412 0.078709 0.873285
0.101799 -0.923318 -0.090794 0.594340
-0.305324 0.091574 0.178204 0.522190
0.096151 -0.286569 -0.139328 0.598332
-0.372781 -0.336209 0.050134 0.215912
0.058762 -0.867977 0.013042 0.551026
-0.088190 0.403163 -0.139328 0.422414
0.043773 0.897741 -0.157114 0.560939
-0.186952 -0.733386 -0.173169 0.594458
0.172060 0.950477 0.160915 0.951145
0.167422 0.716831 -0.173169 0.495525
0.160870 0.873577 0.138439 0.910170
-0.207221 -0.844585 -0.055086 0.532441
-0.373453 0.493333 0.055684 0.459044
-0.352494 -0.799000 -0.014403 0.484305
0.278292 -0.838760 0.217534 0.541837
-0.374769 -0.736434 0.066545 0.372362
0.399465 0.011951 0.221204 0.431696
-0.337898 -0.003542 -0.116976 0.244610
-0.373734 -0.113672 0.058006 0.201521
-0.140318 -0.922268 -0.097257 0.554156
0.388758 -0.740600 0.031812 0.665490
0.322900 0.540133 0.152893 0.811261
0.399780 -0.192454 0.209384 0.361592
0.323112 -0.649552 0.227624 0.441144
0.090733 -0.958001 0.185782 0.471506
-0.215289 0.219403 -0.139328 0.209938
-0.081391 -0.332667 -0.173169 0.637459
0.368836 0.809317 0.016098 0.789003
-0.289305 -0.799667 0.200171 0.264850
-0.264508 -0.802826 -0.022573 0.510322
0.323559 -0.460043 0.174317 0.400123
-0.272678 0.348561 -0.082504 0.348014
0.363667 0.190503 -0.096560 0.429464
-0.301873 -0.288199 0.101866 0.088265
0.390215 -0.030341 0.243150 0.385381
-0.282808 0.440859 -0.036801 0.450792
0.399121 -0.730593 0.154395 0.620040
0.009128 0.479532 -0.156137 0.431488
-0.361075 -0.820562 0.234601 0.189013
-0.161152 0.638722 -0.173169 0.436116
0.293510 0.526529 -0.071999 0.569717
-0.381357 0.704512 0.216074 0.708217
0.149084 -0.033848 -0.173169 0.167232
-0.280674 0.669139 -0.046793 0.507239
0.345840 0.252583 0.245793 0.732857
-0.375796 0.245421 0.077055 0.429361
0.395588 0.425757 0.093972 0.748060
0.392458 -0.504171 0.061868 0.560685
0.385370 -0.003542 0.023363 0.281666
0.323328 0.573287 0.219893 0.858392
-0.169572 0.495683 -0.139328 0.429448
-0.329178 0.295264 -0.154374 0.116641
0.373495 0.536959 -0.054339 0.613815
-0.333059 0.863380 0.150824 0.718940
-0.341387 -0.040639 -0.112074 0.273223
0.131790 0.942394 0.051802 0.841777
-0.288747 -0.914722 0.208522 0.280974
0.208931 -0.953535 0.124787 0.538495
-0.318642 -0.820442 -0.113267 0.533827
-0.238215 -0.254772 -0.139328 0.511715
-0.320338 -0.845985 -0.051116 0.504637
0.112461 -0.603716 -0.139328 0.650269
-0.309224 -0.350184 0.239901 0.000000
0.215669 0.611263 -0.139328 0.496599
0.318163 0.500978 0.080216 0.769046
0.354770 -0.127488 -0.129665 0.191944
-0.297454 -0.624414 0.057136 0.388008
0.134278 -0.881831 0.192703 0.498103
-0.305234 0.668605 0.214297 0.742262
0.009128 -0.800719 -0.159373 0.615722
0.366356 -0.549845 -0.085587 0.689606
0.035589 -0.287176 -0.139328 0.601639
-0.180026 0.863652 -0.173169 0.500890
0.298750 -0.336254 -0.047636 0.487568
0.189285 -0.233869 -0.139328 0.499132
-0.379138 -0.206777 0.234747 0.000000
0.317555 -0.425597 0.073525 0.468423
0.347528 0.795824 -0.105220 0.617920
-0.160057 -0.169436 -0.173169 0.498550
0.120794 0.861518 0.017170 0.784036
0.266130 -0.849612 0.170949 0.553450
-0.305174 0.458986 0.216339 0.716062
-0.375442 0.513632 0.073162 0.494529
0.023303 -0.778759 -0.139328 0.614184
0.094090 -0.413915 -0.173169 0.649021
-0.128797 0.874244 0.159089 0.833725
0.279595 0.806249 -0.001819 0.759554
-0.004749 -0.958357 0.217105 0.419602
-0.211040 0.358031 -0.139328 0.288358
0.394780 -0.073930 0.239148 0.345219
-0.142670 0.948999 0.126033 0.818068
0.264208 -0.848101 0.116858 0.572984
0.111306 0.128980 -0.139328 0.129745
-0.052766 -0.921368 -0.100932 0.572071
0.373431 -0.827803 0.238741 0.549810
-0.127589 0.039122 -0.173169 0.299582
-0.300286 0.216638 0.084393 0.498849
0.267707 0.787371 -0.099125 0.625460
0.395390 -0.778889 0.178573 0.600485
0.252011 0.935133 0.129515 0.929078
0.278603 0.223591 -0.129635 0.381776
-0.337404 -0.431244 -0.126449 0.535466
0.322048 -0.654640 0.132284 0.585432
0.312734 0.281772 0.032810 0.646559
0.080752 0.167812 -0.139328 0.182205
-0.128969 0.687341 -0.139328 0.499039
0.320712 -0.893438 0.241536 0.537636
-0.256146 -0.934846 0.208669 0.298661
-0.293101 -0.231537 0.023728 0.224593
-0.266902 -0.020741 -0.105973 0.270000
0.348397 -0.003542 -0.005949 0.184810
-0.364690 -0.333728 -0.005637 0.319036
0.322911 0.005668 0.153268 0.302159
-0.169089 0.921242 -0.070299 0.614140
-0.346160 0.025803 -0.093495 0.230315
0.325143 0.073364 0.236595 0.487906
-0.328113 -0.177456 -0.157814 0.446778
-0.365199 0.363848 -0.002847 0.374950
-0.278717 0.778051 0.001759 0.597451
-0.158900 0.452396 -0.173169 0.355252
0.209166 0.390504 -0.173169 0.360795
0.297167 0.067093 -0.055054 0.154025
-0.228739 0.524767 -0.173169 0.331587
-0.381501 -0.399574 0.181147 0.000000
-0.304747 0.505177 0.156268 0.681295
0.355959 0.832778 0.011138 0.788295
0.327515 0.704236 -0.173169 0.490577
0.313752 -0.905663 0.110849 0.582851
-0.330363 0.019314 0.245792 0.361419
-0.372977 0.131036 0.051756 0.287174
0.376017 -0.505160 0.245781 0.385165
-0.318850 -0.723993 0.245457 0.169258
0.290256 0.520593 -0.173169 0.416185
-0.341066 0.765163 -0.098480 0.408591
-0.363688 -0.004075 0.245022 0.271593
0.281742 -0.162535 -0.118305 0.252298
-0.381497 -0.678223 0.175361 0.231931
-0.369311 -0.458334 0.244503 0.000000
0.323119 -0.584397 0.229564 0.396580
0.206157 -0.388935 -0.139328 0.649971
-0.368158 -0.434195 0.016349 0.347522
0.306149 -0.003542 -0.066552 0.042771
-0.302953 -0.020554 0.118487 0.207555
0.213187 -0.137693 -0.139328 0.268688
0.346781 0.860745 0.074147 0.864111
-0.177862 0.197470 -0.139328 0.221954
0.009128 -0.039265 -0.146168 0.290372
0.147128 -0.812656 -0.139328 0.631566
-0.280722 -0.119890 -0.046568 0.321652
-0.265090 -0.894649 -0.071807 0.520769
-0.042698 -0.736790 -0.139328 0.608687
0.033222 0.742110 -0.139328 0.539422
-0.178835 0.204707 -0.173169 0.183719
0.318684 -0.756167 0.104927 0.612252
-0.098515 0.290385 -0.139328 0.304635
-0.381168 0.034541 0.222548 0.434663
-0.345872 -0.115772 -0.094671 0.350858
-0.139664 -0.754306 -0.173169 0.601415
-0.342228 0.097975 -0.109037 0.184287
0.101468 -0.179811 -0.139328 0.448281
-0.296278 -0.313563 0.047431 0.237843
-0.327944 -0.282683 -0.158359 0.505876
-0.275052 -0.402931 -0.072820 0.487595
0.397181 0.574896 0.115121 0.818070
-0.338581 -0.273300 -0.122200 0.459872
-0.117387 0.127214 -0.173169 0.259842
0.024083 0.787323 -0.139328 0.551232
-0.351917 -0.106180 -0.069889 0.324519
-0.219486 0.860025 0.163578 0.789707
0.085353 -0.262319 -0.139328 0.582372
0.096844 -0.138586 -0.139328 0.351286
-0.206857 0.851321 0.016773 0.666355
0.323129 -0.284033 0.160336 0.304576
-0.138392 -0.273863 -0.139328 0.560806
-0.135444 -0.005796 -0.173169 0.339187
0.169945 0.949884 0.141628 0.937197
-0.285766 -0.595295 -0.020700 0.466982
-0.373648 0.688789 0.241998 0.726751
0.317802 -0.199519 0.076244 0.239731
0.381877 0.360126 -0.011491 0.631146
-0.198780 -0.842935 -0.076397 0.544021
-0.286476 0.797212 0.207026 0.771290
-0.368024 0.466323 0.015468 0.409744
-0.094373 0.901509 -0.144944 0.556733
0.203509 0.871291 0.147107 0.922045
0.398748 0.440592 0.226763 0.808707
0.185748 0.338393 -0.173169 0.339196
0.398864 -0.706926 0.146029 0.621568
-0.100119 0.863170 0.028071 0.732643
-0.379955 -0.494644 0.132077 0.203662
-0.303553 0.230277 0.128360 0.570040
0.009128 0.014178 -0.168570 0.280409
-0.356365 -0.703869 -0.049063 0.498419
0.146412 -0.877670 -0.173169 0.634459
-0.141307 -0.410666 -0.139328 0.615487
-0.305344 0.650938 0.204985 0.732846
-0.378508 0.711767 0.236116 0.725002
0.279451 -0.383082 -0.126573 0.646425
-0.264228 0.095566 -0.115622 0.245406
0.181193 0.910024 -0.114867 0.644871
0.396780 0.169953 0.108522 0.598011
0.362147 -0.043303 -0.102761 0.088647
0.308067 0.417981 0.002033 0.656905
0.120065 0.867819 0.065015 0.838446
-0.230745 -0.093492 -0.139328 0.414040
0.113568 -0.169714 -0.173169 0.498198
-0.288333 0.621065 -0.006629 0.532136
0.055307 0.442306 -0.139328 0.441101
0.399773 0.428026 0.199779 0.790450
0.147842 0.843690 -0.075974 0.674325
0.359393 -0.834944 0.015382 0.642113
0.051580 0.512279 -0.139328 0.462925
0.177899 -0.003542 -0.157144 0.042501
0.299832 0.242286 -0.042571 0.531908
-0.339748 0.029623 -0.117987 0.225698
-0.365337 -0.185074 -0.002087 0.277216
-0.373845 0.737777 0.058923 0.565984
-0.295566 0.648960 0.041552 0.597897
0.313071 0.075599 0.035359 0.336834
0.322106 0.081043 0.133242 0.440253
0.399777 0.377581 0.205631 0.769761
-0.230065 -0.826681 -0.069741 0.536899
0.393985 -0.519141 0.076333 0.559637
0.269488 -0.925840 0.041465 0.592692
0.298428 -0.090184 -0.049146 0.040249
0.355961 -0.473693 -0.125365 0.677725
0.387105 -0.672736 0.020912 0.680720
0.399296 0.141101 0.160087 0.578747
-0.352848 -0.368417 -0.065531 0.443575
0.304290 -0.620206 -0.019233 0.679234
-0.009740 0.514315 -0.173169 0.417473
-0.303728 -0.208384 0.131232 0.000000
0.207604 -0.228594 -0.139328 0.477487
0.323587 0.034784 0.186131 0.372330
0.089350 -0.673913 -0.139328 0.638820
-0.296711 0.381337 0.051003 0.515011
0.009128 -0.919868 0.196393 0.439079
-0.332802 0.100096 -0.142666 0.176287
0.390304 -0.797091 0.194208 0.588287
-0.279918 0.707588 -0.050335 0.515570
-0.192695 -0.003542 -0.151550 0.316738
0.323418 0.529868 0.216827 0.837926
0.102457 0.310814 -0.173169 0.323572
-0.316648 0.699546 0.244852 0.760926
-0.303132 0.273937 -0.173169 0.109831
-0.030513 -0.491412 -0.173169 0.648227
0.382014 0.729035 -0.010740 0.735245
0.380995 -0.821897 0.173558 0.593158
-0.332513 -0.175098 -0.143599 0.436440
0.141837 -0.953549 0.090887 0.531038
0.305698 -0.585878 -0.011513 0.680920
-0.156982 0.927737 -0.039882 0.650352
0.299823 -0.281625 -0.042614 0.367214
0.252750 -0.276985 -0.173169 0.576975
-0.007422 0.849442 -0.049803 0.672532
-0.092406 0.856143 -0.015404 0.690056
-0.246588 -0.801026 -0.094440 0.547643
-0.304836 0.619689 0.228625 0.739335
0.251023 0.852891 0.168097 0.937885
0.099237 -0.822253 -0.139328 0.622005
-0.186381 -0.927559 -0.066424 0.531211
0.037186 -0.869009 0.019848 0.544334
-0.345186 -0.007611 -0.097470 0.244190
0.399465 -0.331707 0.221191 0.434451
0.387782 0.082555 0.025379 0.404900
-0.293235 -0.104240 0.024611 0.212808
0.384741 -0.602997 0.005321 0.688656
0.058069 -0.949733 0.053899 0.525101
-0.079848 -0.775425 -0.139328 0.597861
-0.378176 0.075675 0.236751 0.534896
-0.207037 -0.074851 -0.139328 0.398463
0.320941 -0.360599 0.114054 0.361353
-0.304680 0.497683 0.154084 0.678940
0.320592 0.748727 0.134956 0.888164
-0.143603 -0.947860 0.034035 0.488746
-0.129203 0.013554 -0.139328 0.306665
0.053592 -0.366027 -0.139328 0.638045
-0.125413 -0.935581 0.245781 0.316663
0.316606 0.159145 0.064540 0.539879
-0.349980 -0.095501 -0.077907 0.315083
-0.269890 -0.828088 0.227802 0.241784
-0.305091 -0.189375 0.219197 0.000000
0.293662 0.804719 0.079186 0.850836
-0.180156 0.871645 0.135558 0.793221
0.183779 0.933900 -0.006738 0.782888
0.395990 0.450188 0.098393 0.760695
-0.177915 0.871059 0.120065 0.781010
0.189964 0.159187 -0.173169 0.161592
-0.368180 -0.588223 0.016499 0.386796
0.284636 -0.019358 -0.107863 0.000000
0.009128 -0.908696 0.055929 0.516864
0.291910 0.619420 -0.078528 0.590860
0.006084 -0.731851 -0.139328 0.617041
